point_a,point_b,distance_m,diff_mm,flag
VO02_19633,VO02_19634,1.436,1,OK
VO02_19657,VO02_19658,1.434,-1,OK
VO02_19661,VO02_19662,0.040,-1395,ALERT
VO02_19665,VO02_19666,1.436,1,OK
VO02_19669,VO02_19670,1.436,1,OK
VO02_19673,VO02_19674,1.436,1,OK
VO02_19689,VO02_19690,1.435,0,OK
VO02_19693,VO02_19694,1.435,0,OK
VO02_19697,VO02_19698,1.437,2,OK
VO02_19721,VO02_19722,1.440,5,OK
VO02_19725,VO02_19726,1.433,-2,OK
VO02_19729,VO02_19730,1.435,0,OK
VO02_19733,VO02_19734,1.434,-1,OK
VO02_19737,VO02_19738,1.434,-1,OK
VO02_19761,VO02_19762,1.430,-5,OK
VO02_19765,VO02_19766,1.434,-1,OK
VO02_19769,VO02_19770,1.433,-2,OK
VO02_19773,VO02_19774,1.433,-2,OK
VO02_19777,VO02_19778,1.435,0,OK
VO02_19801,VO02_19802,1.432,-3,OK
VO02_19805,VO02_19806,1.429,-6,ALERT
VO02_19809,VO02_19810,1.434,-1,OK
VO02_19813,VO02_19814,1.437,2,OK
VO02_19817,VO02_19818,1.435,0,OK
VO02_19841,VO02_19842,1.435,0,OK
VO02_19845,VO02_19846,1.435,0,OK
VO02_19849,VO02_19850,1.434,-1,OK
VO02_19853,VO02_19854,1.435,0,OK
VO02_19857,VO02_19858,1.437,2,OK
VO02_19881,VO02_19882,1.439,4,OK
VO02_19885,VO02_19886,1.436,1,OK
VO02_19889,VO02_19890,1.433,-2,OK
VO02_19893,VO02_19894,1.436,1,OK
VO02_19897,VO02_19898,1.434,-1,OK
VO02_19921,VO02_19922,1.430,-5,OK
VO02_19925,VO02_19926,1.434,-1,OK
VO02_19929,VO02_19930,1.438,3,OK
VO02_19933,VO02_19934,1.433,-2,OK
VO02_19937,VO02_19938,1.432,-3,OK
VO02_19961,VO02_19962,1.434,-1,OK
VO02_19965,VO02_19966,1.430,-5,OK
VO02_19969,VO02_19970,1.436,1,OK
VO02_19973,VO02_19974,1.437,2,OK
VO02_19977,VO02_19978,1.436,1,OK
VO02_20001,VO02_20002,1.435,0,OK
VO02_20005,VO02_20006,1.434,-1,OK
VO02_20009,VO02_20010,1.436,1,OK
VO02_20013,VO02_20014,1.431,-4,OK
VO02_20017,VO02_20018,1.432,-3,OK
VO02_20041,VO02_20042,1.436,1,OK
VO02_20045,VO02_20046,1.432,-3,OK
VO02_20049,VO02_20050,1.435,0,OK
VO02_20053,VO02_20054,1.433,-2,OK
VO02_20057,VO02_20058,1.433,-2,OK
VO02_20085,VO02_20086,1.433,-2,OK
VO02_20089,VO02_20090,1.433,-2,OK
VO02_20097,VO02_20098,1.435,0,OK
VO02_20121,VO02_20122,1.440,5,OK
VO02_20125,VO02_20126,1.434,-1,OK
VO02_20129,VO02_20130,1.435,0,OK
VO02_20133,VO02_20134,1.438,3,OK
VO02_20137,VO02_20138,1.438,3,OK
VO02_20169,VO02_20170,1.436,1,OK
VO02_20173,VO02_20174,1.438,3,OK
VO02_20177,VO02_20178,1.440,5,OK
VO02_20185,VO02_20186,1.438,3,OK
VO02_20205,VO02_20206,1.437,2,OK
VO02_20209,VO02_20210,1.435,0,OK
VO02_20213,VO02_20214,1.433,-2,OK
VO02_20217,VO02_20218,1.436,1,OK
VO02_20221,VO02_20222,1.436,1,OK
VO02_20225,VO02_20226,1.441,6,ALERT
VO02_20249,VO02_20250,1.441,6,ALERT
VO02_20253,VO02_20254,1.436,1,OK
VO02_20257,VO02_20258,1.442,7,ALERT
VO02_20261,VO02_20262,1.449,14,ALERT
VO02_20265,VO02_20266,1.467,32,ALERT
VO02_20293,VO02_20294,1.450,15,ALERT
VO02_20297,VO02_20298,1.437,2,OK
VO02_20301,VO02_20302,1.436,1,OK
VO02_20305,VO02_20306,1.428,-7,ALERT
VO02_20309,VO02_20310,1.436,1,OK
VO02_20333,VO02_20334,1.438,3,OK
VO02_20337,VO02_20338,1.452,17,ALERT
VO02_20341,VO02_20342,1.430,-5,OK
VO02_20345,VO02_20346,1.436,1,OK
VO02_20353,VO02_20354,1.444,9,ALERT
VO02_20377,VO02_20378,1.436,1,OK
VO02_20381,VO02_20382,1.433,-2,OK
VO02_20385,VO02_20386,1.431,-4,OK
VO02_20389,VO02_20390,1.433,-2,OK
VO02_20393,VO02_20394,1.436,1,OK
VO02_20425,VO02_20426,1.434,-1,OK
VO02_20429,VO02_20430,1.432,-3,OK
VO02_20433,VO02_20434,1.435,0,OK
VO02_20437,VO02_20438,1.430,-5,OK
VO02_20441,VO02_20442,1.434,-1,OK
VO02_20465,VO02_20466,1.436,1,OK
VO02_20469,VO02_20470,1.433,-2,OK
VO02_20473,VO02_20474,1.433,-2,OK
VO02_20477,VO02_20478,1.432,-3,OK
VO02_20481,VO02_20482,1.433,-2,OK
VO02_20685,VO02_20686,1.431,-4,OK
VO02_20689,VO02_20690,1.430,-5,OK
VO02_20693,VO02_20694,1.432,-3,OK
VO02_20697,VO02_20698,1.434,-1,OK
VO02_20701,VO02_20702,1.430,-5,OK
VO02_20705,VO02_20706,1.432,-3,OK
VO02_20709,VO02_20710,1.430,-5,OK
VO02_20713,VO02_20714,1.432,-3,OK
VO02_20717,VO02_20718,1.435,0,OK
VO02_20721,VO02_20722,1.432,-3,OK
VO02_20725,VO02_20726,1.437,2,OK
VO02_20765,VO02_20766,1.433,-2,OK
VO02_20769,VO02_20770,1.432,-3,OK
VO02_20773,VO02_20774,1.429,-6,ALERT
VO02_20777,VO02_20778,1.430,-5,OK
VO02_20781,VO02_20782,1.432,-3,OK
VO02_20805,VO02_20806,1.434,-1,OK
VO02_20809,VO02_20810,1.429,-6,ALERT
VO02_20813,VO02_20814,1.432,-3,OK
VO02_20817,VO02_20818,1.435,0,OK
VO02_20821,VO02_20822,1.433,-2,OK
VO02_20845,VO02_20846,1.437,2,OK
VO02_20849,VO02_20850,1.436,1,OK
VO02_20853,VO02_20854,1.437,2,OK
VO02_20857,VO02_20858,1.435,0,OK
VO02_20861,VO02_20862,1.433,-2,OK
VO02_20881,VO02_20882,1.436,1,OK
VO02_20885,VO02_20886,1.438,3,OK
VO02_20889,VO02_20890,1.433,-2,OK
VO02_20893,VO02_20894,1.436,1,OK
VO02_20945,VO02_20946,1.423,-12,ALERT
VO02_20949,VO02_20950,1.431,-4,OK
VO02_20953,VO02_20954,1.433,-2,OK
VO02_20957,VO02_20958,1.437,2,OK
VO02_20981,VO02_20982,1.432,-3,OK
VO02_20985,VO02_20986,1.433,-2,OK
VO02_20989,VO02_20990,1.435,0,OK
VO02_20993,VO02_20994,1.433,-2,OK
VO02_20997,VO02_20998,1.432,-3,OK
VO02_21013,VO02_21014,1.433,-2,OK
VO02_21017,VO02_21018,1.436,1,OK
VO02_21021,VO02_21022,1.435,0,OK
VO02_21025,VO02_21026,1.431,-4,OK
VO02_21029,VO02_21030,1.435,0,OK
VO02_21053,VO02_21054,1.434,-1,OK
VO02_21057,VO02_21058,1.437,2,OK
VO02_21061,VO02_21062,1.432,-3,OK
VO02_21065,VO02_21066,1.436,1,OK
VO02_21069,VO02_21070,1.434,-1,OK
VO02_21093,VO02_21094,1.437,2,OK
VO02_21097,VO02_21098,1.436,1,OK
VO02_21101,VO02_21102,1.434,-1,OK
VO02_21105,VO02_21106,1.435,0,OK
VO02_21109,VO02_21110,1.433,-2,OK
VO02_21113,VO02_21114,1.436,1,OK
VO02_21145,VO02_21146,1.432,-3,OK
VO02_21149,VO02_21150,1.432,-3,OK
VO02_21153,VO02_21154,1.433,-2,OK
VO02_21157,VO02_21158,1.435,0,OK
VO02_21161,VO02_21162,1.439,4,OK
VO02_21165,VO02_21166,1.435,0,OK
VO02_21193,VO02_21194,1.436,1,OK
VO02_21197,VO02_21198,1.435,0,OK
VO02_21201,VO02_21202,1.435,0,OK
VO02_21205,VO02_21206,1.436,1,OK
VO02_21209,VO02_21210,1.437,2,OK
VO02_21233,VO02_21234,1.433,-2,OK
VO02_21237,VO02_21238,1.437,2,OK
VO02_21241,VO02_21242,1.434,-1,OK
VO02_21245,VO02_21246,1.435,0,OK
VO02_21249,VO02_21250,1.436,1,OK
VO02_21273,VO02_21274,1.434,-1,OK
VO02_21277,VO02_21278,1.433,-2,OK
VO02_21281,VO02_21282,1.435,0,OK
VO02_21285,VO02_21286,1.435,0,OK
VO02_21289,VO02_21290,1.434,-1,OK
VO02_21313,VO02_21314,1.436,1,OK
VO02_21317,VO02_21318,1.434,-1,OK
VO02_21321,VO02_21322,1.434,-1,OK
VO02_21325,VO02_21326,1.436,1,OK
VO02_21329,VO02_21330,1.430,-5,OK
VO02_21353,VO02_21354,1.431,-4,OK
VO02_21357,VO02_21358,1.431,-4,OK
VO02_21361,VO02_21362,1.434,-1,OK
VO02_21365,VO02_21366,1.433,-2,OK
VO02_21369,VO02_21370,1.433,-2,OK
VO02_21393,VO02_21394,1.432,-3,OK
VO02_21397,VO02_21398,1.436,1,OK
VO02_21401,VO02_21402,1.434,-1,OK
VO02_21405,VO02_21406,1.430,-5,OK
VO02_21409,VO02_21410,1.433,-2,OK
VO02_21441,VO02_21442,1.433,-2,OK
VO02_21445,VO02_21446,1.435,0,OK
